#t	x	v
0.319	0.315	0.949
0.320	0.316	0.949
0.321	0.316	0.949
0.322	0.317	0.948
0.323	0.318	0.948
0.324	0.319	0.948
0.325	0.320	0.947
0.326	0.321	0.947
0.327	0.322	0.947
0.328	0.323	0.947
0.329	0.324	0.946
0.330	0.325	0.946
0.331	0.326	0.946
0.332	0.327	0.945
0.333	0.328	0.945
0.334	0.329	0.945
0.335	0.330	0.944
0.336	0.331	0.944
0.337	0.332	0.944
0.338	0.333	0.943
0.339	0.333	0.943
0.340	0.334	0.943
0.341	0.335	0.942
0.342	0.336	0.942
0.343	0.337	0.942
0.344	0.338	0.941
0.345	0.339	0.941
0.346	0.340	0.941
0.347	0.341	0.940
0.348	0.342	0.940
0.349	0.343	0.940
0.350	0.344	0.939
0.351	0.345	0.939
0.352	0.346	0.939
0.353	0.347	0.938
0.354	0.348	0.938
0.355	0.349	0.937
0.356	0.349	0.937
0.357	0.350	0.937
0.358	0.351	0.936
0.359	0.352	0.936
0.360	0.353	0.936
0.361	0.354	0.935
0.362	0.355	0.935
0.363	0.356	0.935
0.364	0.357	0.934
0.365	0.358	0.934
0.366	0.359	0.934
0.367	0.360	0.933
0.368	0.361	0.933
0.369	0.362	0.933
0.370	0.363	0.932
0.371	0.363	0.932
0.372	0.364	0.931
0.373	0.365	0.931
0.374	0.366	0.931
0.375	0.367	0.930
0.376	0.368	0.930
0.377	0.369	0.930
0.378	0.370	0.929
0.379	0.371	0.929
0.380	0.372	0.928
0.381	0.373	0.928
0.382	0.374	0.928
0.383	0.375	0.927
0.384	0.376	0.927
0.385	0.376	0.927
0.386	0.377	0.926
0.387	0.378	0.926
0.388	0.379	0.925
0.389	0.380	0.925
0.390	0.381	0.925
0.391	0.382	0.924
0.392	0.383	0.924
0.393	0.384	0.924
0.394	0.385	0.923
0.395	0.386	0.923
0.396	0.387	0.922
0.397	0.388	0.922
0.398	0.388	0.922
0.399	0.389	0.921
0.400	0.390	0.921
0.401	0.391	0.920
0.402	0.392	0.920
0.403	0.393	0.920
0.404	0.394	0.919
0.405	0.395	0.919
0.406	0.396	0.919
0.407	0.397	0.918
0.408	0.398	0.918
0.409	0.399	0.917
0.410	0.400	0.917
0.411	0.400	0.917
0.412	0.401	0.916
0.413	0.402	0.916
0.414	0.403	0.915
0.415	0.404	0.915
0.416	0.405	0.915
0.417	0.406	0.914
0.418	0.407	0.914
0.419	0.408	0.913
0.420	0.409	0.913
0.421	0.410	0.912
0.422	0.410	0.912
0.423	0.411	0.912
0.424	0.412	0.911
0.425	0.413	0.911
0.426	0.414	0.910
0.427	0.415	0.910
0.428	0.416	0.910
0.429	0.417	0.909
0.430	0.418	0.909
0.431	0.419	0.908
0.432	0.420	0.908
0.433	0.421	0.908
0.434	0.421	0.907
0.435	0.422	0.907
0.436	0.423	0.906
0.437	0.424	0.906
0.438	0.425	0.905
0.439	0.426	0.905
0.440	0.427	0.905
0.441	0.428	0.904
0.442	0.429	0.904
0.443	0.430	0.903
0.444	0.430	0.903
0.445	0.431	0.902
0.446	0.432	0.902
0.447	0.433	0.902
0.448	0.434	0.901
0.449	0.435	0.901
0.450	0.436	0.900
0.451	0.437	0.900
0.452	0.438	0.899
0.453	0.439	0.899
0.454	0.439	0.898
0.455	0.440	0.898
0.456	0.441	0.898
0.457	0.442	0.897
0.458	0.443	0.897
0.459	0.444	0.896
0.460	0.445	0.896
0.461	0.446	0.895
0.462	0.447	0.895
0.463	0.448	0.894
0.464	0.448	0.894
0.465	0.449	0.894
0.466	0.450	0.893
0.467	0.451	0.893
0.468	0.452	0.892
0.469	0.453	0.892
0.470	0.454	0.891
0.471	0.455	0.891
0.472	0.456	0.890
0.473	0.456	0.890
0.474	0.457	0.890
0.475	0.458	0.889
0.476	0.459	0.889
0.477	0.460	0.888
0.478	0.461	0.888
0.479	0.462	0.887
0.480	0.463	0.887
0.481	0.464	0.886
0.482	0.464	0.886
0.483	0.465	0.885
0.484	0.466	0.885
0.485	0.467	0.884
0.486	0.468	0.884
0.487	0.469	0.884
0.488	0.470	0.883
0.489	0.471	0.883
0.490	0.472	0.882
0.491	0.472	0.882
0.492	0.473	0.881
0.493	0.474	0.881
0.494	0.475	0.880
0.495	0.476	0.880
0.496	0.477	0.879
0.497	0.478	0.879
0.498	0.479	0.878
0.499	0.479	0.878
0.500	0.480	0.877
0.501	0.481	0.877
0.502	0.482	0.876
0.503	0.483	0.876
0.504	0.484	0.875
0.505	0.485	0.875
0.506	0.486	0.874
0.507	0.486	0.874
0.508	0.487	0.873
0.509	0.488	0.873
0.510	0.489	0.873
0.511	0.490	0.872
0.512	0.491	0.872
0.513	0.492	0.871
0.514	0.493	0.871
0.515	0.493	0.870
0.516	0.494	0.870
0.517	0.495	0.869
0.518	0.496	0.869
0.519	0.497	0.868
0.520	0.498	0.868
0.521	0.499	0.867
0.522	0.499	0.867
0.523	0.500	0.866
0.524	0.501	0.866
0.525	0.502	0.865
0.526	0.503	0.865
0.527	0.504	0.864
0.528	0.505	0.864
0.529	0.506	0.863
0.530	0.506	0.863
0.531	0.507	0.862
0.532	0.508	0.862
0.533	0.509	0.861
0.534	0.510	0.861
0.535	0.511	0.860
0.536	0.512	0.860
0.537	0.512	0.859
0.538	0.513	0.858
0.539	0.514	0.858
0.540	0.515	0.857
0.541	0.516	0.857
0.542	0.517	0.856
0.543	0.518	0.856
0.544	0.518	0.855
0.545	0.519	0.855
0.546	0.520	0.854
0.547	0.521	0.854
0.548	0.522	0.853
0.549	0.523	0.853
0.550	0.524	0.852
0.551	0.524	0.852
0.552	0.525	0.851
0.553	0.526	0.851
0.554	0.527	0.850
0.555	0.528	0.850
0.556	0.529	0.849
0.557	0.529	0.849
0.558	0.530	0.848
0.559	0.531	0.848
0.560	0.532	0.847
0.561	0.533	0.846
0.562	0.534	0.846
0.563	0.535	0.845
0.564	0.535	0.845
0.565	0.536	0.844
0.566	0.537	0.844
0.567	0.538	0.843
0.568	0.539	0.843
0.569	0.540	0.842
0.570	0.540	0.842
0.571	0.541	0.841
0.572	0.542	0.841
0.573	0.543	0.840
0.574	0.544	0.839
0.575	0.545	0.839
0.576	0.546	0.838
0.577	0.546	0.838
0.578	0.547	0.837
0.579	0.548	0.837
0.580	0.549	0.836
0.581	0.550	0.836
0.582	0.551	0.835
0.583	0.551	0.835
0.584	0.552	0.834
0.585	0.553	0.833
0.586	0.554	0.833
0.587	0.555	0.832
0.588	0.556	0.832
0.589	0.556	0.831
0.590	0.557	0.831
0.591	0.558	0.830
0.592	0.559	0.830
0.593	0.560	0.829
0.594	0.561	0.828
0.595	0.561	0.828
0.596	0.562	0.827
0.597	0.563	0.827
0.598	0.564	0.826
0.599	0.565	0.826
0.600	0.565	0.825
0.601	0.566	0.824
0.602	0.567	0.824
0.603	0.568	0.823
0.604	0.569	0.823
0.605	0.570	0.822
0.606	0.570	0.822
0.607	0.571	0.821
0.608	0.572	0.821
0.609	0.573	0.820
0.610	0.574	0.819
0.611	0.575	0.819
0.612	0.575	0.818
0.613	0.576	0.818
0.614	0.577	0.817
0.615	0.578	0.816
0.616	0.579	0.816
0.617	0.579	0.815
0.618	0.580	0.815
0.619	0.581	0.814
0.620	0.582	0.814
0.621	0.583	0.813
0.622	0.583	0.812
0.623	0.584	0.812
0.624	0.585	0.811
0.625	0.586	0.811
0.626	0.587	0.810
0.627	0.588	0.809
0.628	0.588	0.809
0.629	0.589	0.808
0.630	0.590	0.808
0.631	0.591	0.807
0.632	0.592	0.807
0.633	0.592	0.806
0.634	0.593	0.805
0.635	0.594	0.805
0.636	0.595	0.804
0.637	0.596	0.804
0.638	0.596	0.803
0.639	0.597	0.802
0.640	0.598	0.802
0.641	0.599	0.801
0.642	0.600	0.801
0.643	0.600	0.800
0.644	0.601	0.799
0.645	0.602	0.799
0.646	0.603	0.798
0.647	0.604	0.798
0.648	0.604	0.797
0.649	0.605	0.796
0.650	0.606	0.796
0.651	0.607	0.795
0.652	0.608	0.795
0.653	0.608	0.794
0.654	0.609	0.793
0.655	0.610	0.793
0.656	0.611	0.792
0.657	0.612	0.792
0.658	0.612	0.791
0.659	0.613	0.790
0.660	0.614	0.790
0.661	0.615	0.789
0.662	0.615	0.788
0.663	0.616	0.788
0.664	0.617	0.787
0.665	0.618	0.787
0.666	0.619	0.786
0.667	0.619	0.785
0.668	0.620	0.785
0.669	0.621	0.784
0.670	0.622	0.784
0.671	0.623	0.783
0.672	0.623	0.782
0.673	0.624	0.782
0.674	0.625	0.781
0.675	0.626	0.780
0.676	0.626	0.780
0.677	0.627	0.779
0.678	0.628	0.779
0.679	0.629	0.778
0.680	0.630	0.777
0.681	0.630	0.777
0.682	0.631	0.776
0.683	0.632	0.775
0.684	0.633	0.775
0.685	0.633	0.774
0.686	0.634	0.773
0.687	0.635	0.773
0.688	0.636	0.772
0.689	0.637	0.772
0.690	0.637	0.771
0.691	0.638	0.770
0.692	0.639	0.770
0.693	0.640	0.769
0.694	0.640	0.768
0.695	0.641	0.768
0.696	0.642	0.767
0.697	0.643	0.766
0.698	0.643	0.766
0.699	0.644	0.765
0.700	0.645	0.765
0.701	0.646	0.764
0.702	0.647	0.763
0.703	0.647	0.763
0.704	0.648	0.762
0.705	0.649	0.761
0.706	0.650	0.761
0.707	0.650	0.760
0.708	0.651	0.759
0.709	0.652	0.759
0.710	0.653	0.758
0.711	0.653	0.757
0.712	0.654	0.757
0.713	0.655	0.756
0.714	0.656	0.755
0.715	0.656	0.755
0.716	0.657	0.754
0.717	0.658	0.753
0.718	0.659	0.753
0.719	0.659	0.752
0.720	0.660	0.751
0.721	0.661	0.751
0.722	0.662	0.750
0.723	0.662	0.749
0.724	0.663	0.749
0.725	0.664	0.748
0.726	0.665	0.748
0.727	0.665	0.747
0.728	0.666	0.746
0.729	0.667	0.746
0.730	0.668	0.745
0.731	0.668	0.744
0.732	0.669	0.744
0.733	0.670	0.743
0.734	0.671	0.742
0.735	0.671	0.741
0.736	0.672	0.741
0.737	0.673	0.740
0.738	0.674	0.739
0.739	0.674	0.739
0.740	0.675	0.738
0.741	0.676	0.737
0.742	0.677	0.737
0.743	0.677	0.736
0.744	0.678	0.735
0.745	0.679	0.735
0.746	0.679	0.734
0.747	0.680	0.733
0.748	0.681	0.733
0.749	0.682	0.732
0.750	0.682	0.731
0.751	0.683	0.731
0.752	0.684	0.730
0.753	0.685	0.729
0.754	0.685	0.729
0.755	0.686	0.728
0.756	0.687	0.727
0.757	0.687	0.727
0.758	0.688	0.726
0.759	0.689	0.725
0.760	0.690	0.724
0.761	0.690	0.724
0.762	0.691	0.723
0.763	0.692	0.722
0.764	0.693	0.722
0.765	0.693	0.721
0.766	0.694	0.720
0.767	0.695	0.720
0.768	0.695	0.719
0.769	0.696	0.718
0.770	0.697	0.718
0.771	0.698	0.717
0.772	0.698	0.716
0.773	0.699	0.715
0.774	0.700	0.715
0.775	0.700	0.714
0.776	0.701	0.713
0.777	0.702	0.713
0.778	0.703	0.712
0.779	0.703	0.711
0.780	0.704	0.711
0.781	0.705	0.710
0.782	0.705	0.709
0.783	0.706	0.708
0.784	0.707	0.708
0.785	0.708	0.707
0.786	0.708	0.706
0.787	0.709	0.706
0.788	0.710	0.705
0.789	0.710	0.704
0.790	0.711	0.703
0.791	0.712	0.703
0.792	0.712	0.702
0.793	0.713	0.701
0.794	0.714	0.701
0.795	0.715	0.700
0.796	0.715	0.699
0.797	0.716	0.698
0.798	0.717	0.698
0.799	0.717	0.697
0.800	0.718	0.696
0.801	0.719	0.696
0.802	0.719	0.695
0.803	0.720	0.694
0.804	0.721	0.693
0.805	0.722	0.693
0.806	0.722	0.692
0.807	0.723	0.691
0.808	0.724	0.691
0.809	0.724	0.690
0.810	0.725	0.689
0.811	0.726	0.688
0.812	0.726	0.688
0.813	0.727	0.687
0.814	0.728	0.686
0.815	0.728	0.686
0.816	0.729	0.685
0.817	0.730	0.684
0.818	0.730	0.683
0.819	0.731	0.683
0.820	0.732	0.682
0.821	0.733	0.681
0.822	0.733	0.680
0.823	0.734	0.680
0.824	0.735	0.679
0.825	0.735	0.678
0.826	0.736	0.677
0.827	0.737	0.677
0.828	0.737	0.676
0.829	0.738	0.675
0.830	0.739	0.675
0.831	0.739	0.674
0.832	0.740	0.673
0.833	0.741	0.672
0.834	0.741	0.672
0.835	0.742	0.671
0.836	0.743	0.670
0.837	0.743	0.669
0.838	0.744	0.669
0.839	0.745	0.668
0.840	0.745	0.667
0.841	0.746	0.666
0.842	0.747	0.666
0.843	0.747	0.665
0.844	0.748	0.664
0.845	0.749	0.663
0.846	0.749	0.663
0.847	0.750	0.662
0.848	0.751	0.661
0.849	0.751	0.660
0.850	0.752	0.660
0.851	0.753	0.659
0.852	0.753	0.658
0.853	0.754	0.657
